BIRTH_DATE,FIRST_ENTERED_US,FIRST_NAME,GENDER,LAST_NAME,MIDDLE_NAME,SSID,STUDENT_ID,id
11/8/1369,04-JUN-07 12.00.00.000000000 AM,Dresdyn,m,Macias Gonzalez,Anses,0x1a66f4090x34cde812,596173,73324
3/24/2542,04-SEP-94 12.00.00.000000000 AM,Nyxon,m,Lindoso,Kilafwa,0x83077960x1060ef2c,308335,145761
5/17/1776,25-SEP-15 12.00.00.000000000 AM,Elette,n,Balun,Amias-Huitzilli,0x3975f42b0x72ebe856,971118,90384
4/4/1201,28-NOV-11 12.00.00.000000000 AM,Kabe,m,Rodriguez Amparan,Mary-Earlina,0x1d2d2ad10x3a5a55a2,152164857,120497
6/18/2110,20-MAY-03 12.00.00.000000000 AM,Ayonna,n,Amundsen,Lianna,0x148bcef20x29179de4,731280,57681
3/12/2883,01-JUL-08 12.00.00.000000000 AM,Zoey,m,Aguiniga,Bosba,0x248b64bb0x4916c976,803341072,3504
3/2/1477,27-FEB-94 12.00.00.000000000 AM,Salesi Kupu,f,Sachs,Oak,0x1e7b6e4f0x3cf6dc9e,506979,88612
11/17/2638,30-AUG-01 12.00.00.000000000 AM,Gamble,n,Trujillo-Viorato,Targino,0x19b2a52e0x33654a5c,432957,14175
9/22/2060,23-JAN-17 12.00.00.000000000 AM,Rhiker,f,Pereyra,Kovu,0x22dcddae0x45b9bb5c,760314,64275
5/26/2871,01-MAY-98 12.00.00.000000000 AM,Aldrin,n,Zufelt,George,0x2fe084ef0x5fc109de,683053,106212
7/22/2127,20-AUG-01 12.00.00.000000000 AM,Emerley,m,Grayson,AnnMarie,0x1c56ca7b0x38ad94f6,601623,96318
5/10/1418,10-JAN-07 12.00.00.000000000 AM,Elavee,f,Ortiz Esquivel,Krue Zamora,0x1ccbe6780x3997ccf0,474611,37456
1/11/2827,25-JUL-95 12.00.00.000000000 AM,Kionasina,f,Montanez Aguilera,Emari,0xd4dead10x1a9bd5a2,821489,47433
5/24/2436,15-NOV-00 12.00.00.000000000 AM,Morisa,m,Andrizzi,Douglas Azer,0x3042f9120x6085f224,261373,83918
3/13/2986,14-JUL-99 12.00.00.000000000 AM,Westley,m,Quistberg,Savea Matty,0x39a0b63e0x73416c7c,389042,115181
2/3/2268,10-JUL-98 12.00.00.000000000 AM,Eduard,n,Embry,Feuz,0x3a073de70x740e7bce,958911,62440
7/3/1631,23-AUG-05 12.00.00.000000000 AM,Carly,f,Zesati,Penrose,0x1f1427350x3e284e6a,323661,116628
10/8/2480,01-JAN-94 12.00.00.000000000 AM,Eivin,f,Molina Martinez,Blaez,0x1aad61ee0x355ac3dc,846156,37432
2/20/1480,09-MAR-04 12.00.00.000000000 AM,Cypresse,f,Englert Bentim,Knoxx,0x1ffc7f6b0x3ff8fed6,54894788,43969
5/8/1456,04-DEC-96 12.00.00.000000000 AM,Galilea,n,DaBell,Dasani,0x221790b10x442f2162,729814138,48072
6/27/1354,25-JUL-91 12.00.00.000000000 AM,Skylynn,m,Young,Kauvaka,0x2517bd620x4a2f7ac4,743161,137692
11/20/1210,04-JUL-98 12.00.00.000000000 AM,NIAOMII,n,Arrington,Marie Linda,0x320078080x6400f010,717745,86396
10/27/2861,01-MAY-01 12.00.00.000000000 AM,Laki,n,Voros,Braedon,0x22d5e0220x45abc044,190774245,21388
11/6/2604,22-JUL-96 12.00.00.000000000 AM,Daiany,f,DeSantis,Scyll,0x231bdac60x4637b58c,937086146,128297
8/3/1951,21-AUG-14 12.00.00.000000000 AM,Dylson,m,Alvarado Trujillo,Teichert,0x21ed4e4f0x43da9c9e,992806,62055
4/20/2286,11-SEP-06 12.00.00.000000000 AM,Shaydon,m,Rees,Anya,0xc3cfc720x1879f8e4,880310,15395
6/10/2724,29-AUG-01 12.00.00.000000000 AM,Merani,f,Nygren,Belle Hasiana,0x281fe6cd0x503fcd9a,993485,141579
9/4/1777,01-JUL-99 12.00.00.000000000 AM,Javi,n,Berry,Sonia,0x3aee4cae0x75dc995c,967638,50144
5/21/2440,27-JUL-09 12.00.00.000000000 AM,Jakoby,f,Zarkou,Manchester,0x177a359b0x2ef46b36,240482,131219
2/27/2852,30-NOV-00 12.00.00.000000000 AM,Cortez,m,Okrasinski,Symone,0x23eba9a00x47d75340,523375428,5497
6/1/2419,11-SEP-07 12.00.00.000000000 AM,Devyian,m,Bolander,Robert Jackobus,0x2116cfae0x422d9f5c,844652638,142708
2/23/2969,17-JUL-96 12.00.00.000000000 AM,Silvia,n,Doumit,Macai,0xf9e42a30x1f3c8546,410856,49778
5/6/2972,07-JAN-03 12.00.00.000000000 AM,Inde,f,Eynon,Rasema,0xc9b34d70x193669ae,945275988,145897
3/5/2674,19-FEB-06 12.00.00.000000000 AM,Rhett,f,Amick,Hoku-Leo,0xcc8ae840x19915d08,441680,84303
4/3/1421,02-DEC-98 12.00.00.000000000 AM,Penelope Quinn,m,Netcher,Snyder,0x30a346a20x61468d44,509017,121223
8/13/2530,25-JAN-12 12.00.00.000000000 AM,Annastyn,n,Izarraraz,Bianca,0x367ef8ac0x6cfdf158,331485,49196
9/27/2721,01-SEP-07 12.00.00.000000000 AM,Ikra,m,Grabowski,Isla,0x1aa012eb0x354025d6,580811,114892
6/26/1911,30-JAN-09 12.00.00.000000000 AM,Albert,m,Minnaing,Jason Milton,0x30b226c50x61644d8a,306485,112201
3/14/1201,24-FEB-14 12.00.00.000000000 AM,Eros,n,Feher,Neftali,0xe1aa95d0x1c3552ba,495701,47121
9/10/2366,16-NOV-00 12.00.00.000000000 AM,Tofa,m,Doniphan,Tuafuaeiki Maleka Taimani,0x1c4ea2bc0x389d4578,923066,7557
8/9/1302,05-JUL-00 12.00.00.000000000 AM,Inmer,m,Polanco Roman,Soseti,0x8a9e0f50x1153c1ea,514230,26676
5/27/1584,14-NOV-94 12.00.00.000000000 AM,Tashdon,m,Swilor,Rysdam,0x301fa93c0x603f5278,75007091,40575
1/23/1941,10-SEP-02 12.00.00.000000000 AM,Slate,f,Quam,Dakota Chayton,0xb929a030x17253406,732670,96188
6/24/1393,15-SEP-00 12.00.00.000000000 AM,Boeman,n,Bol,Leighanne,0x2ee39ea80x5dc73d50,969142,59204
5/25/1427,08-JAN-15 12.00.00.000000000 AM,Hans,n,Humes,Mitchell Daniel,0x24372b030x486e5606,990516,24842
10/1/1415,08-SEP-01 12.00.00.000000000 AM,Anna Lena,m,Gosman,Aleynna,0x126d55cb0x24daab96,188104404,107501
4/22/2397,10-NOV-09 12.00.00.000000000 AM,Ortell,m,McNees,Echinacea Rose,0x235762170x46aec42e,80797367,119177
9/6/2087,24-AUG-04 12.00.00.000000000 AM,Jazalyin,f,Mafuahingano,Anke,0x24ec2d820x49d85b04,405884,82932
2/18/1995,01-AUG-90 12.00.00.000000000 AM,E'zra,m,Hagan,Annie Constance,0x145c665f0x28b8ccbe,436537585,3780
6/19/1387,04-NOV-16 12.00.00.000000000 AM,Faataoto,m,Adzitso,Chavah,0x2a921ba70x5524374e,286308,103359
6/24/2989,23-JUN-95 12.00.00.000000000 AM,Zuri,f,Stan,Rai,0x2a5233a80x54a46750,509988,116086
10/9/1521,15-DEC-04 12.00.00.000000000 AM,Lexee,n,Horne,Albag,0x9277d280x124efa50,242999,23438
8/8/2256,30-SEP-99 12.00.00.000000000 AM,ZuriRae,f,Mauck,Daae,0x37908bdc0x6f2117b8,289716,83585
11/13/1392,03-MAR-00 12.00.00.000000000 AM,Whitaker,m,Moran,Fielden,0x291083ed0x522107da,456476648,148311
4/25/1437,29-JAN-07 12.00.00.000000000 AM,Alynah,f,Cavilee,Lejla,0x21faa9af0x43f5535e,219578838,110475
10/4/2523,10-AUG-01 12.00.00.000000000 AM,Lanna,n,Cornejo,Thomas Winston,0x3737d91a0x6e6fb234,750367,109229
2/19/2651,01-DEC-04 12.00.00.000000000 AM,Court,n,Distel,Hoa,0x15deca720x2bbd94e4,570305668,97335
8/19/1697,01-JUN-01 12.00.00.000000000 AM,Saphira,n,Dent,Dwayne Kaufusi,0x1e9f389a0x3d3e7134,288572,105675
1/10/1403,13-OCT-07 12.00.00.000000000 AM,Alexander William,m,Ralph-Platzek,DeWayne,0x2b65b43f0x56cb687e,920784,70761
4/4/1235,03-SEP-03 12.00.00.000000000 AM,Kamberlie,m,Cibrian,Lin,0x188f895d0x311f12ba,1658737,10398
10/12/2233,23-AUG-09 12.00.00.000000000 AM,Loick,m,McInelly,Alisi Lesieli,0x3359880c0x66b31018,462586,82795
4/10/2083,30-AUG-12 12.00.00.000000000 AM,Howra,f,Collet,Marie-Faith,0x130c8a460x2619148c,882589,109919
5/3/2593,15-NOV-04 12.00.00.000000000 AM,MaKai,f,Onofre Juarez,Amira,0x1c9104990x39220932,632621,119522
6/21/1985,14-MAR-14 12.00.00.000000000 AM,Estil,f,Paris,Fransisco,0x25ea3f3b0x4bd47e76,684525,107020
8/1/2556,27-SEP-94 12.00.00.000000000 AM,Atisha,m,Maag,Larae,0x351663100x6a2cc620,404015,133391
1/14/1584,25-AUG-93 12.00.00.000000000 AM,Isacc,m,Penrose,Wylde,0x2a46febb0x548dfd76,703032,76640
5/20/2241,01-DEC-90 12.00.00.000000000 AM,Zayli'Anna,n,Vargas Moreno,Ranae,0xe0db15b0x1c1b62b6,445452,108263
1/10/1684,02-APR-04 12.00.00.000000000 AM,MeleDenice,m,Winkley,Hartman,0xdcbcc810x1b979902,431657885,73329
8/11/1456,09-DEC-16 12.00.00.000000000 AM,Maelin,n,Tuigamala,Elias William,0x214d8fb80x429b1f70,506165,84410
6/18/2324,22-SEP-04 12.00.00.000000000 AM,Inalynn,m,Darby,Shanaya,0x10224c200x20449840,769683,6832
2/8/1922,15-NOV-04 12.00.00.000000000 AM,Shicolby,f,Kirn,Nathan Chay Kinlichii'nii,0x1bb790e30x376f21c6,713178,109777
11/20/2954,30-APR-14 12.00.00.000000000 AM,Nanette,n,Bruneel,Avriel,0x279b0aca0x4f361594,267802,137735
2/23/2742,28-JUN-02 12.00.00.000000000 AM,Peighton,m,Dicus,Zan,0x1a34cacf0x3469959e,297122,37801
8/11/1277,21-JUN-99 12.00.00.000000000 AM,Airianne,f,Jubber,Vere,0x344b68e60x6896d1cc,908167,85248
3/8/1920,01-AUG-02 12.00.00.000000000 AM,Raeylie,f,Alvarez Alanis,Isadora,0x7f1bfdb0xfe37fb6,695816,10534
11/4/2679,05-JAN-11 12.00.00.000000000 AM,Lexii,f,Par,Gui,0x23f1488f0x47e2911e,161582501,78326
4/5/1629,18-JAN-10 12.00.00.000000000 AM,Alixxander,f,Lessenden,Fonofili Leauro,0x34146d140x6828da28,925076173,1457
5/23/1462,05-NOV-03 12.00.00.000000000 AM,Jameela,n,Holtz,Melina,0x1159f4bc0x22b3e978,690732,86580
9/9/2344,30-APR-07 12.00.00.000000000 AM,Kinzly,f,Rodriguez Quintana,Thone,0x2f921f940x5f243f28,241947,26604
4/12/2704,05-APR-07 12.00.00.000000000 AM,Tapainga,n,Morrison-Nelson,Thaison,0x16401b9d0x2c80373a,838933,113476
1/2/2128,14-FEB-00 12.00.00.000000000 AM,Mercy,n,Fadaam,Lee Kay,0x3496cf990x692d9f32,854757,113576
2/9/1942,26-SEP-03 12.00.00.000000000 AM,Tesarei,f,Pretnik,Nooreldin,0xdd47a1f0x1ba8f43e,882012,26233
2/27/1984,08-AUG-96 12.00.00.000000000 AM,Kaidan,m,Ponce Guzman,Jessie-Louise,0x2591eb760x4b23d6ec,231638,31306
4/22/2325,27-JUL-01 12.00.00.000000000 AM,Lam,f,Herrera Limas,Salumalo Fa'asilitama'ita'i,0x1df6a87d0x3bed50fa,473517424,77831
5/21/2550,10-FEB-02 12.00.00.000000000 AM,Kalaiya,f,McPeck,Lafaye,0x313db4b00x627b6960,603310,52143
7/4/1832,28-NOV-11 12.00.00.000000000 AM,Frejya,n,Slapper,Pelesi,0x2571b2ee0x4ae365dc,980107,77523
2/21/1213,09-SEP-98 12.00.00.000000000 AM,Anaise-Koriyae,f,Muasau,Krystian,0x18fce4100x31f9c820,224123,120577
8/14/1637,15-JAN-93 12.00.00.000000000 AM,Payson,f,Deakin,Kalenn,0x218c394a0x43187294,527596,134520
5/18/2702,01-AUG-92 12.00.00.000000000 AM,Fa'amalosi,n,Semrad,Ma'Chell Rose,0x3865b3b20x70cb6764,541467,131568
11/20/1575,20-MAY-03 12.00.00.000000000 AM,Artyom,m,Rodriguez Ayala,Edward Macdonald,0x182bda5b0x3057b4b6,746525,141343
3/2/2653,07-SEP-96 12.00.00.000000000 AM,Honesti,f,Corbitt,Makai,0x34bd62200x697ac440,783604,111685
1/13/1559,21-DEC-94 12.00.00.000000000 AM,Elena,n,Manriquez Perez,Sulia,0x16c9a5a40x2d934b48,496943,123474
5/13/1897,22-SEP-97 12.00.00.000000000 AM,Roshan,m,Kroener,Kazumi Otualea,0x308f4c630x611e98c6,979628,83199
5/22/2763,03-MAY-04 12.00.00.000000000 AM,Fynn,m,Romero Bandera,Ryatt,0x82b93950x1057272a,824013,103692
7/17/2292,14-AUG-07 12.00.00.000000000 AM,Halimo,n,Matsuoka,Hudson,0x229a8f810x45351f02,352913,117
3/17/1523,25-JAN-12 12.00.00.000000000 AM,Blakley,m,Ozmore,Gehring,0x1c40826e0x388104dc,996415,25960
11/16/1835,06-AUG-96 12.00.00.000000000 AM,Rebell,n,Bora,Otokichy Rivero,0x141badf70x28375bee,581929,83174
11/21/2976,15-SEP-05 12.00.00.000000000 AM,Trinitee,m,Phaung,Mellissa,0x37cb9e950x6f973d2a,860492,121760
1/14/2079,21-OCT-01 12.00.00.000000000 AM,Shadly,m,Teemant,Michael Eugene,0x1f6fdfb10x3edfbf62,337867,134429
3/2/1839,20-AUG-01 12.00.00.000000000 AM,Caisen,n,Dibblee,Tab,0x38ebb6d80x71d76db0,438261,110565
11/26/1339,04-MAY-17 12.00.00.000000000 AM,Deisy,f,Alminagorta,Ruier,0x1f6005cf0x3ec00b9e,469458,57720
4/18/2730,08-MAY-17 12.00.00.000000000 AM,Manolo,f,McMillin,Everiel,0x28bd06ce0x517a0d9c,369260,27801
4/1/1333,05-AUG-15 12.00.00.000000000 AM,Faualuga,f,Riederer-Davis,Bautista,0x32a3f0d00x6547e1a0,313495,71259
8/13/2406,01-APR-05 12.00.00.000000000 AM,Freya McKenzie,f,Veto,Rosalie,0x2daecd6d0x5b5d9ada,932835,39758
4/16/2415,06-JAN-16 12.00.00.000000000 AM,Billie,f,Olvera Avelar,Koo,0x371460a90x6e28c152,994840,127290
4/8/1867,27-MAY-14 12.00.00.000000000 AM,Zaylea,m,Bohnet,Raneigh,0x22cc16d80x45982db0,797064,68995
10/9/1476,05-SEP-07 12.00.00.000000000 AM,Johnathan-Arden,f,Wellington,Mangkonxay,0x3ad7a6c30x75af4d86,675339,118969
7/22/1885,28-FEB-06 12.00.00.000000000 AM,Arkin,f,Hurtt,Sannaei,0x205dfbda0x40bbf7b4,421135943,61492
1/20/1883,01-OCT-87 12.00.00.000000000 AM,Keelean,f,Jacobus,Carleen,0x2eb2766f0x5d64ecde,837408640,10531
8/17/1921,01-JAN-02 12.00.00.000000000 AM,Farah,n,Elwell,Kara,0x209555290x412aaa52,397029,68231
1/12/2908,01-JAN-96 12.00.00.000000000 AM,Heilala,f,Richeson,Joan Manzo,0x14b20b990x29641732,953098,69181
3/25/2303,02-DEC-15 12.00.00.000000000 AM,Skylem,n,Wyatt-Pape,Eron,0xb09b50e0x16136a1c,487674,18967
8/11/1735,03-DEC-15 12.00.00.000000000 AM,Tayley,m,Camacho Artiga,Grimm Marilyn,0x144019dd0x288033ba,301740561,37654
4/5/2410,12-JAN-04 12.00.00.000000000 AM,Heidi,m,Otis,Yarisbelle,0x213983070x4273060e,560026,36064
11/2/2755,01-JAN-93 12.00.00.000000000 AM,Amithyst,m,Schoppmann,Evaleen,0xfcab6e20x1f956dc4,378863,112447
6/24/2531,30-NOV-91 12.00.00.000000000 AM,Emeline,n,Hernandez Lopez,Noel Faleosina,0x31b120bc0x63624178,9837869,48490
5/22/2795,14-FEB-11 12.00.00.000000000 AM,Tiger,m,Rai,Davlyn Indigo,0xe2d43750x1c5a86ea,749981,138138
4/1/2188,27-MAR-06 12.00.00.000000000 AM,Riverlee,f,Krish,Ivy Jo,0x28e727290x51ce4e52,918243084,13637
11/15/1274,01-JUN-98 12.00.00.000000000 AM,Baye,n,Rosander,Makell,0x31444e6b0x62889cd6,548709,60850
10/18/2467,10-SEP-03 12.00.00.000000000 AM,Everet,n,McNichol-Hepworth,Sonae,0x125e413f0x24bc827e,422063,31207
8/12/2099,11-FEB-14 12.00.00.000000000 AM,Bathsheba,f,Pereyra Inga,Faythe,0x2dc655bd0x5b8cab7a,514750,41253
3/18/2346,01-AUG-01 12.00.00.000000000 AM,Evy,m,Bylsma,Huffaker,0x2e9639fb0x5d2c73f6,879478,134969
2/13/1226,06-OCT-16 12.00.00.000000000 AM,Zion Dominic,m,Contreras Alvarez,Montez,0x7fb56cc0xff6ad98,729080,106450
3/22/2783,02-OCT-13 12.00.00.000000000 AM,Kamea,n,Curry,Modibo,0x1aa8d6a70x3551ad4e,238134,52312
6/10/1956,01-AUG-87 12.00.00.000000000 AM,Laina Casidee,f,Blanco Ibarra,Geoff,0xa624f5f0x14c49ebe,749206,102342
7/21/2311,30-APR-93 12.00.00.000000000 AM,Ether,n,Cairo,Truce,0x37c7ef7e0x6f8fdefc,831393,45023
2/5/2054,27-SEP-01 12.00.00.000000000 AM,Tuilaepa,n,Rosenthal,Wylee,0x36dc524b0x6db8a496,630408,37173
6/15/2931,11-MAR-96 12.00.00.000000000 AM,Morgyn,m,Waghorn,Devinee,0x31400a230x62801446,61763483,142526
9/21/2206,24-AUG-16 12.00.00.000000000 AM,KodiLynn,f,Douros,Strut,0x246f11910x48de2322,665504,12044
2/8/2783,28-NOV-99 12.00.00.000000000 AM,Mahiri,f,Gosling,Cherie,0x1391ac0b0x27235816,506307,13818
7/26/1645,22-FEB-12 12.00.00.000000000 AM,Maxden,f,Tiah,Boyd-Dick,0x6dd93c10xdbb2782,66321135,50481
4/19/1796,28-FEB-05 12.00.00.000000000 AM,Kalub,n,Ostvig,Robyn Kay,0xbcd2c470x179a588e,945386,110554
3/2/2941,10-DEC-15 12.00.00.000000000 AM,LeOcia,m,Collingwood,Leta,0x14026ddd0x2804dbba,969499,28604
6/19/1254,23-APR-04 12.00.00.000000000 AM,Addily,f,Poppen,Ellice,0x3077fcaf0x60eff95e,354500,56408
9/26/2736,06-AUG-02 12.00.00.000000000 AM,Camren,m,Eppens,Ezreal,0x353069280x6a60d250,235756,2209
1/5/2993,09-JAN-01 12.00.00.000000000 AM,Demielle,m,Textle Flores,Monoke,0x386336ca0x70c66d94,906048,84448
10/22/2774,22-MAY-17 12.00.00.000000000 AM,Analaya,f,Rivera Zuniga,Makram,0xb8799d20x170f33a4,73591480,116333
9/2/2801,05-SEP-03 12.00.00.000000000 AM,Mani,m,Karpinskyi,Lee Bec,0xa957f7a0x152afef4,942747,111581
3/14/2254,22-FEB-07 12.00.00.000000000 AM,Tomy,n,OCampo,Orlan,0xca2d8f30x1945b1e6,387683181,146355
11/11/2058,05-AUG-07 12.00.00.000000000 AM,Braydon,n,Allee,Fotu Mo Pala,0xe17c1710x1c2f82e2,493734,74819
10/5/2958,02-OCT-06 12.00.00.000000000 AM,Kinzly,n,Wanlass,Andee,0x13e3921c0x27c72438,545322,21981
5/4/2698,19-OCT-16 12.00.00.000000000 AM,Risa,m,Englert Bentim,Harit,0x25c853c20x4b90a784,917618,43228
8/5/2640,19-AUG-14 12.00.00.000000000 AM,Rosabelle,f,LaMone,Lineth,0x230907920x46120f24,980200643,124742
7/23/2032,27-AUG-00 12.00.00.000000000 AM,Marcela,m,Scheuermann,Remmy,0x26b290e10x4d6521c2,873306,50185
1/20/2109,07-SEP-05 12.00.00.000000000 AM,Leavitt,n,Farnworth,Cynthia Heaven,0x9cb674b0x1396ce96,365074,63437
2/3/1311,05-JAN-09 12.00.00.000000000 AM,Zarai,m,Schwarzenbach,Cecil,0x203ba0330x40774066,943616849,58274
7/9/2266,10-JUN-10 12.00.00.000000000 AM,Bearett,m,Herauf,Vite,0x18ac11630x315822c6,234955,143458
3/12/1450,09-MAY-94 12.00.00.000000000 AM,Keelee,f,Cano Martinez,Ansur,0x3460eac40x68c1d588,226844,134968
5/20/1251,28-AUG-07 12.00.00.000000000 AM,ToaoAiga,m,Ashby,Hermina,0x2f63cb300x5ec79660,945109,131655
6/26/2446,30-JUN-02 12.00.00.000000000 AM,Nicoleta,f,Montoya-Madman,Kersey,0x3a5f8f8d0x74bf1f1a,951260,32458
1/21/2044,30-OCT-93 12.00.00.000000000 AM,Mykel,f,Siliva,MakaMae Ke'Alohilani,0x33b1d0230x6763a046,862422,139308
3/24/1715,01-SEP-00 12.00.00.000000000 AM,Kaya,n,Belnap,Munk,0x2d4ce6c80x5a99cd90,587796447,120729
2/3/2743,12-JUN-98 12.00.00.000000000 AM,Zeya-Fay,f,Ancell,Nathan Chay Kinlichii'nii,0x1bd0ed7b0x37a1daf6,695737,98758
6/7/2599,27-APR-12 12.00.00.000000000 AM,KyMani,f,Miramontes Hernandez,Miah Lynn,0x356b84c20x6ad70984,919447,84424
3/26/1951,25-AUG-99 12.00.00.000000000 AM,Milly,n,Franciose,Karen-Lu,0x3b09d01d0x7613a03a,455663,145
9/24/1482,01-NOV-93 12.00.00.000000000 AM,Lee Roy,m,Bullock,Bellisima,0x36a6cd380x6d4d9a70,413016,4853
1/17/2617,27-OCT-16 12.00.00.000000000 AM,Kylah,n,Herold,Richard James,0xffedfd80x1ffdbfb0,339341,146500
8/3/1816,23-OCT-12 12.00.00.000000000 AM,Jaxtyn,f,Firmage,Tennyson,0xf350c930x1e6a1926,936668,146074
3/14/1261,01-OCT-06 12.00.00.000000000 AM,Finian,m,Elizondo,King James,0x386d30960x70da612c,616384,60050
10/1/1864,29-AUG-07 12.00.00.000000000 AM,Aquetzaly,f,Whiteford,Brityn,0x303b6a3e0x6076d47c,573962,94057
8/22/2143,24-AUG-00 12.00.00.000000000 AM,Campbell,n,Schoppmann,Karsten,0x39d86c670x73b0d8ce,487280953,47776
9/1/1664,12-SEP-04 12.00.00.000000000 AM,Enlaionosa'i,m,Meier,Winry Autumn Aibrean,0x38a15b810x7142b702,393715034,10845
4/10/1333,01-OCT-93 12.00.00.000000000 AM,Drexel,m,Wehle,Kapualani,0x2a63cada0x54c795b4,767751,4170
7/5/2995,04-JUN-07 12.00.00.000000000 AM,JoDawn,f,Lintner,Tang,0x26b280850x4d65010a,947235,9858
7/3/1332,15-MAR-02 12.00.00.000000000 AM,Kiona,f,Tarbutton,Lela,0x2b8279e20x5704f3c4,811649,96312
4/15/1583,26-AUG-99 12.00.00.000000000 AM,Kyx,f,Levano,Brooke-Arlene,0x129386b00x25270d60,817176,88402
4/27/1420,25-JUL-08 12.00.00.000000000 AM,RynLee,n,Alvarado Gonzalez,Syndel Sivao,0xb733e2a0x16e67c54,904955000,15423
6/23/2858,26-AUG-03 12.00.00.000000000 AM,Kinzley,f,Mayfield,Samuel Elias,0x311c49b00x62389360,838145,100668
1/1/1850,30-AUG-01 12.00.00.000000000 AM,Chandy,m,Arreola-Garcia,Mechele,0x23d3d1b40x47a7a368,597872,75238
2/8/2609,15-DEC-00 12.00.00.000000000 AM,Elizalaia,m,Gandy,Heather,0x2b733acc0x56e67598,529303,134877
3/3/2346,05-SEP-01 12.00.00.000000000 AM,Mubarak,n,Gil-Reitz,Bensyn,0xc5923240x18b24648,559953,79691
3/16/1387,07-AUG-17 12.00.00.000000000 AM,Mackenzie,m,Oppedisano,LORRAINE,0x262efb900x4c5df720,821741,97667
3/9/1789,20-JUL-98 12.00.00.000000000 AM,Quincee,m,Paredes Seimandi,Corrie,0x2b9c6a8b0x5738d516,533258,13174
9/13/1484,12-OCT-09 12.00.00.000000000 AM,Court,m,Lippert,Yugo,0x1dfb8a560x3bf714ac,257834,144895
8/2/2067,01-AUG-14 12.00.00.000000000 AM,Wrenic,f,Heaton,Loren Elizabeth,0x3a1df1d20x743be3a4,364784080,2223
10/6/1785,18-JAN-09 12.00.00.000000000 AM,Nolynn,m,Tu'ua,Kenzie,0x2be16bf90x57c2d7f2,438699,52434
5/24/1513,19-OCT-06 12.00.00.000000000 AM,Maximilan,n,Randazzo,Nyman,0x95b52960x12b6a52c,623185,100691
7/3/2876,17-JUN-92 12.00.00.000000000 AM,Savina,n,Klino,Elias Kamakani,0x166933310x2cd26662,559307,117035
1/10/2841,08-JUN-04 12.00.00.000000000 AM,Finlay,f,Torosyan,Samuelson,0x333aa9000x66755200,556691,104284
7/10/2021,01-APR-98 12.00.00.000000000 AM,Esau,m,Spotts,Vartan,0x8eec2bb0x11dd8576,538641,22793
2/19/2379,17-SEP-98 12.00.00.000000000 AM,Mylo,m,Mepham,Monson,0x154a4d920x2a949b24,661033,95449
2/19/2886,25-AUG-03 12.00.00.000000000 AM,Kimberly Louise,f,Iorg,Poutoa,0x391f65590x723ecab2,726728,42079
7/22/1419,25-SEP-06 12.00.00.000000000 AM,Kasper,n,Ramirez Solorio,Hyrum Rudolph,0x265731000x4cae6200,600119,53576
2/3/2071,28-MAR-08 12.00.00.000000000 AM,Caygun,n,Kortman,Gwenda-Lynne,0x1e217d400x3c42fa80,796073,8003
10/17/2803,05-FEB-99 12.00.00.000000000 AM,Sayer,f,Laughbon,JayLyn,0x11a084a50x2341094a,869638,8849
4/13/2892,01-SEP-90 12.00.00.000000000 AM,Jayvon,n,Bolanos,Maka Koa Kekoa,0x28f5435e0x51ea86bc,637078,69151
10/4/2743,31-MAR-98 12.00.00.000000000 AM,Denika,n,O'Laughlin,Temanava,0x31741b360x62e8366c,439192,51906
5/24/2166,15-JUL-04 12.00.00.000000000 AM,Maddy,m,Shirreffs,Jasmine Olutola,0xa5a00a00x14b40140,742809,98804
11/17/2622,20-JAN-16 12.00.00.000000000 AM,Kam,f,Salt,Quinlan,0x1e34cb020x3c699604,993690561,100811
1/13/1570,27-JUL-95 12.00.00.000000000 AM,Kesariya,m,Dyson Holder,Broc,0x2af918710x55f230e2,244765680,77244
5/15/2864,01-SEP-99 12.00.00.000000000 AM,Samanta,f,Caballero,Fetuu,0x100641b60x200c836c,916067,134988
9/6/1812,15-DEC-08 12.00.00.000000000 AM,Emmitt,n,Preda,Alexandria,0x12951ec10x252a3d82,733975,83094
6/10/2347,03-JAN-06 12.00.00.000000000 AM,Kayah,m,Albritton,Essie,0x240817b70x48102f6e,154873658,110266
2/27/1317,16-MAR-15 12.00.00.000000000 AM,JoeyRay,n,Sunada,Charlotte Marcusdotter,0x294444680x528888d0,453792,49142
11/10/1810,01-DEC-97 12.00.00.000000000 AM,Siotame Sau,f,Fazzio,Nyiecia,0x269275f90x4d24ebf2,940593,121985
2/20/1985,16-SEP-15 12.00.00.000000000 AM,Liz,n,Aboshamaa,Carolee Velma,0x26fbbbdc0x4df777b8,810971,42090
4/12/2582,05-SEP-97 12.00.00.000000000 AM,Kyros,m,Morgese,Jeppson,0x13a4a98d0x2749531a,436175,122090
10/25/1906,24-AUG-99 12.00.00.000000000 AM,Elie,m,Crispin,Eleazar,0x3a5da71b0x74bb4e36,946439,15466
2/21/2695,14-FEB-02 12.00.00.000000000 AM,Aliviah,f,Christopher,Dusty Lei,0x1134421a0x22688434,321866,58281
2/11/2469,30-JUN-89 12.00.00.000000000 AM,Ithzel,n,McWhorter,Jionni,0x2cba1f900x59743f20,973611,80804
2/6/1713,31-JUL-02 12.00.00.000000000 AM,Teddie,n,Orellana Aguilar,Arendt,0x36f10c020x6de21804,634869,52140
